Month,Year,CityState,AffectedPop,UV,Drs,NumReps,Revenue
Feb,2018,RaleighNC,80702,1,66,0,19938.5
Mar,2018,RaleighNC,103665.5,22,73,0,25660
Apr,2018,RaleighNC,135743.6,52,69,0,23307.5
May,2018,RaleighNC,136780.5,35,63,0,25799.5
June,2018,RaleighNC,98037.25,32,63,0,20486.5
July,2018,RaleighNC,82663.8,42,56,0,21160
Aug,2018,RaleighNC,77311.25,67,61,0,22716
Sep,2018,RaleighNC,80804.8,119,60,0,18739.5
Oct,2018,RaleighNC,86843,146,66,0,26391
Nov,2018,RaleighNC,82843.75,149,48,0,25568.5
Dec,2018,RaleighNC,71204.4,53,58,0,24538.5
Jan,2019,RaleighNC,69649.75,19,64,0,28691
Feb,2019,RaleighNC,78607.75,65,52,0,28374
Mar,2019,RaleighNC,93472,138,57,0,27740.5
Apr,2019,RaleighNC,129979,100,59,0,28039
May,2019,RaleighNC,110831,143,51,0,25135
June,2019,RaleighNC,85224,252,62,0,27913.5
July,2019,RaleighNC,73305.25,125,58,0,24441.5
Aug,2019,RaleighNC,74469.5,157,62,0,28701.5
Sep,2019,RaleighNC,81319.8,304,59,0,28564.5
Oct,2019,RaleighNC,86423.5,442,56,0,29547
Nov,2019,RaleighNC,73434.25,136,52,0,21800
Dec,2019,RaleighNC,70626,134,51,0,19114.5
Jan,2020,RaleighNC,63127,139,57,0,29223.6767
Feb,2020,RaleighNC,70895.75,158,52,0,29844.1339
Mar,2020,RaleighNC,99355.6,359,52,0,22087.1035
Jan,2018,RenoNV,24569.75,1,37,0,5910.5
Feb,2018,RenoNV,24849,1,37,0,6298
Mar,2018,RenoNV,30219,2,41,0,6201.5
Apr,2018,RenoNV,37598.6,12,45,0,6522
May,2018,RenoNV,45138.75,12,49,0,7301.5
June,2018,RenoNV,41013.75,6,39,0,7178.5
July,2018,RenoNV,35211.8,16,37,0,6315
Aug,2018,RenoNV,29936.25,16,35,0,5127
Sep,2018,RenoNV,37156,30,40,0,5958.5
Oct,2018,RenoNV,33931,57,44,0,7563
Nov,2018,RenoNV,27025.5,43,38,0,6716
Dec,2018,RenoNV,22888.2,29,37,0,4918.5
Jan,2019,RenoNV,21765.25,23,33,0,5100.5
Feb,2019,RenoNV,21104.25,28,39,0,7189
Mar,2019,RenoNV,26172.6,42,39,0,8684
Apr,2019,RenoNV,36063.25,45,41,0,5540.5
May,2019,RenoNV,51285.5,71,53,0,6960
June,2019,RenoNV,37273.6,96,38,0,6433
July,2019,RenoNV,39311.5,50,43,0,5939
Aug,2019,RenoNV,35014.75,73,44,0,6579.5
Sep,2019,RenoNV,37605.4,130,36,0,5230.5
Oct,2019,RenoNV,35630.5,205,44,0,5581.5
Nov,2019,RenoNV,32205.75,52,35,0,4204.5
Dec,2019,RenoNV,24418.2,71,42,0,4304
Jan,2020,RenoNV,25308.25,48,48,0,6240.6504
Feb,2020,RenoNV,25177.75,66,45,0,7783.2314
Mar,2020,RenoNV,34637.4,105,47,0,6209.3697
Jan,2018,RichmondVA,92486.25,3,59,1,24513
Feb,2018,RichmondVA,95249.75,1,45,1,27043.5
Mar,2018,RichmondVA,137029.25,15,52,1,33126.5
Apr,2018,RichmondVA,184792.4,56,45,1,30752.5
May,2018,RichmondVA,261825.5,28,45,1,29300
June,2018,RichmondVA,149712.5,30,44,1,26892.5
July,2018,RichmondVA,112024.2,50,50,1,23823
Aug,2018,RichmondVA,110432.5,55,52,1,30349.5
Sep,2018,RichmondVA,125161,114,59,1,31031
Oct,2018,RichmondVA,131125.25,131,52,1,27753
Nov,2018,RichmondVA,121679.25,89,61,1,25323.5
Dec,2018,RichmondVA,98977.2,51,47,1,21347
Jan,2019,RichmondVA,94570,36,50,1,25359.5
Feb,2019,RichmondVA,107253.5,50,47,1,26192.5
Mar,2019,RichmondVA,143860,77,52,1,29511
Apr,2019,RichmondVA,224065.5,92,51,1,29442.5
May,2019,RichmondVA,237180.75,126,53,1,28178
June,2019,RichmondVA,154066,185,49,1,29270.5
July,2019,RichmondVA,125261.75,136,55,1,27335.5
Aug,2019,RichmondVA,127991.5,136,54,1,30529
Sep,2019,RichmondVA,157235.4,257,55,1,31742.5
Oct,2019,RichmondVA,160957.75,315,59,1,29037.5
Nov,2019,RichmondVA,138294.25,115,56,1,25265
Dec,2019,RichmondVA,127347,130,48,1,19921.5
Jan,2020,RichmondVA,118829.5,66,51,1,31941.0733
Feb,2020,RichmondVA,117698,151,50,1,31007.543
Mar,2020,RichmondVA,177771.4,248,50,1,24889.9858
Jan,2018,RoanokeVA,43238.5,0,57,1,13432
Feb,2018,RoanokeVA,46279.25,0,51,1,11376
Mar,2018,RoanokeVA,52833.75,5,63,1,14025.5
Apr,2018,RoanokeVA,69244,14,68,1,14999.5
May,2018,RoanokeVA,87766,10,57,1,14025.5
June,2018,RoanokeVA,60917.25,12,63,1,11787
July,2018,RoanokeVA,45982.2,16,86,1,13202.5
Aug,2018,RoanokeVA,46334.75,25,77,1,16153.5
Sep,2018,RoanokeVA,50408.2,33,75,1,13439.5
Oct,2018,RoanokeVA,48111.25,43,82,1,15657.5
Nov,2018,RoanokeVA,48063.75,70,71,1,12446.5
Dec,2018,RoanokeVA,40177.6,33,67,1,11075
Jan,2019,RoanokeVA,36733.5,20,84,1,17287.5
Feb,2019,RoanokeVA,43002.5,22,85,1,17268.5
Mar,2019,RoanokeVA,50145.4,56,76,1,19082
Apr,2019,RoanokeVA,73429.5,53,80,1,15799
May,2019,RoanokeVA,86180,75,71,1,15523.5
June,2019,RoanokeVA,63390.8,92,84,1,15655
July,2019,RoanokeVA,49007.75,54,73,1,15488
Aug,2019,RoanokeVA,50472,126,80,1,17256
Sep,2019,RoanokeVA,62183,157,78,1,16312.5
Oct,2019,RoanokeVA,58854.25,151,95,1,20568.5
Nov,2019,RoanokeVA,51801.25,61,17,1,13878.5
Dec,2019,RoanokeVA,48737,48,13,1,14047.5
Jan,2020,RoanokeVA,45756.5,24,13,1,16099.5656
Feb,2020,RoanokeVA,47650.5,46,11,1,15142.0237
Mar,2020,RoanokeVA,55680.2,85,9,1,11873.3468
Jan,2018,RochesterNY,33909.75,0,1,0,105
Feb,2018,RochesterNY,31717.25,0,1,0,39
Mar,2018,RochesterNY,36079.75,7,3,0,94.5
Apr,2018,RochesterNY,43560.4,24,1,0,141
May,2018,RochesterNY,58184.5,35,6,0,257
June,2018,RochesterNY,59532.5,28,4,0,351.5
July,2018,RochesterNY,46413,30,1,0,57
Aug,2018,RochesterNY,40405,57,1,0,99
Sep,2018,RochesterNY,47045.8,116,2,0,125
Oct,2018,RochesterNY,41269.25,134,1,0,117
Nov,2018,RochesterNY,37238.75,158,1,0,93
Dec,2018,RochesterNY,35287,62,2,0,70.5
Jan,2019,RochesterNY,34786,47,1,0,33
Feb,2019,RochesterNY,37400.25,58,0,0,0
Mar,2019,RochesterNY,44148.2,86,1,0,36
Apr,2019,RochesterNY,51912.5,83,3,0,283
May,2019,RochesterNY,64253.25,162,3,0,30
June,2019,RochesterNY,72819,276,2,0,188
July,2019,RochesterNY,55959,148,2,0,197
Aug,2019,RochesterNY,51366,198,3,0,110
Sep,2019,RochesterNY,58694.2,311,3,0,273
Oct,2019,RochesterNY,55214,483,3,0,298.5
Nov,2019,RochesterNY,47643.75,187,3,0,133
Dec,2019,RochesterNY,43744.2,149,2,0,26.5
Jan,2020,RochesterNY,42620,52,4,0,60.7953
Feb,2020,RochesterNY,41434,146,8,0,188.0001
Mar,2020,RochesterNY,44876.4,199,6,0,178.128
Jan,2018,SacramentoCA,127533,1,87,0,17232
Feb,2018,SacramentoCA,144093.5,1,80,0,19618
Mar,2018,SacramentoCA,184931.25,17,90,0,26308
Apr,2018,SacramentoCA,222817.8,42,84,0,26897
May,2018,SacramentoCA,308719,77,85,0,30516
June,2018,SacramentoCA,220640.5,49,83,0,27954
July,2018,SacramentoCA,142944,61,80,0,25616
Aug,2018,SacramentoCA,136220.75,85,86,0,22425.5
Sep,2018,SacramentoCA,148802.4,277,84,0,20685
Oct,2018,SacramentoCA,139163.25,292,85,0,25514.5
Nov,2018,SacramentoCA,135584.25,221,92,0,19462.5
Dec,2018,SacramentoCA,116192,157,83,0,16767
Jan,2019,SacramentoCA,111679,89,86,0,19479
Feb,2019,SacramentoCA,127229,157,76,0,19856.5
Mar,2019,SacramentoCA,186021.6,286,91,0,23282
Apr,2019,SacramentoCA,245972.25,312,83,0,28763.5
May,2019,SacramentoCA,323005.5,406,83,0,30892
June,2019,SacramentoCA,197562,554,87,0,22792.5
July,2019,SacramentoCA,149597.75,332,87,0,24588
Aug,2019,SacramentoCA,141661.75,501,87,0,22159.5
Sep,2019,SacramentoCA,165118,638,77,0,20905
Oct,2019,SacramentoCA,162142,843,83,0,26452.5
Nov,2019,SacramentoCA,151135.25,253,88,0,19946.5
Dec,2019,SacramentoCA,136458.8,251,82,0,19123.5
Jan,2020,SacramentoCA,123593.5,204,83,0,19730.0724
Feb,2020,SacramentoCA,141103.75,336,90,0,20761.5141
Mar,2020,SacramentoCA,203215.8,592,91,0,24640.5164
Jan,2018,Salt Lake CityUT,113707.25,1,10,0,337
Feb,2018,Salt Lake CityUT,107785,0,5,0,357
Mar,2018,Salt Lake CityUT,124750.75,26,9,0,318.5
Apr,2018,Salt Lake CityUT,151281.2,65,3,0,476.5
May,2018,Salt Lake CityUT,178639.5,44,5,0,533
June,2018,Salt Lake CityUT,184339,42,6,0,418
July,2018,Salt Lake CityUT,139790.8,65,5,0,586.5
Aug,2018,Salt Lake CityUT,124190.5,92,5,0,654.5
Sep,2018,Salt Lake CityUT,145664.2,176,4,0,346
Oct,2018,Salt Lake CityUT,123847.25,292,3,0,187.5
Nov,2018,Salt Lake CityUT,109012.75,314,2,0,333.5
Dec,2018,Salt Lake CityUT,103541.8,193,5,0,340.5
Jan,2019,Salt Lake CityUT,105210.25,82,4,0,315
Feb,2019,Salt Lake CityUT,98061.75,145,7,0,463
Mar,2019,Salt Lake CityUT,99594.2,212,5,0,262
Apr,2019,Salt Lake CityUT,116263.5,191,4,0,379.5
May,2019,Salt Lake CityUT,141033.5,330,3,0,401
June,2019,Salt Lake CityUT,109583.2,583,6,0,579.5
July,2019,Salt Lake CityUT,89775.25,329,6,0,451.5
Aug,2019,Salt Lake CityUT,73223.25,382,4,0,309.5
Sep,2019,Salt Lake CityUT,88827.4,576,4,0,366
Oct,2019,Salt Lake CityUT,81218.75,873,5,0,226
Nov,2019,Salt Lake CityUT,68849,275,5,0,315
Dec,2019,Salt Lake CityUT,61208.2,300,2,0,231.5
Jan,2020,Salt Lake CityUT,60670.25,201,28,0,962.9889
Feb,2020,Salt Lake CityUT,62949.25,277,17,0,2521.0855
Mar,2020,Salt Lake CityUT,81002,403,24,0,2564.3837
Jan,2018,San AntonioTX,327459.25,5,271,0,66258
Feb,2018,San AntonioTX,331850.25,0,243,0,72260.5
Mar,2018,San AntonioTX,324033.25,69,260,0,85890
Apr,2018,San AntonioTX,381358,136,282,0,90498.5
May,2018,San AntonioTX,353667.5,76,276,0,79964.5
June,2018,San AntonioTX,285272.25,73,267,0,76060.5
July,2018,San AntonioTX,251690,95,249,0,67063
Aug,2018,San AntonioTX,251684.25,121,265,0,79642
Sep,2018,San AntonioTX,321561.6,308,259,0,67874
Oct,2018,San AntonioTX,314839.25,444,268,0,72878
Nov,2018,San AntonioTX,297504.25,399,261,0,68035
Dec,2018,San AntonioTX,304242.6,192,241,0,66348.5
Jan,2019,San AntonioTX,319925,132,264,0,74688
Feb,2019,San AntonioTX,310822.25,169,251,0,79371.5
Mar,2019,San AntonioTX,319265,390,266,0,78663
Apr,2019,San AntonioTX,359551,310,301,0,90014
May,2019,San AntonioTX,314090.75,556,282,0,82894.5
June,2019,San AntonioTX,258922,874,273,0,74384
July,2019,San AntonioTX,218334.5,557,267,0,74469
Aug,2019,San AntonioTX,240548.25,695,286,0,82311
Sep,2019,San AntonioTX,356724.6,1039,249,0,76052.5
Oct,2019,San AntonioTX,309698.25,1270,299,0,83856.5
Nov,2019,San AntonioTX,311934.75,382,253,0,67600
Dec,2019,San AntonioTX,312355.4,311,257,0,63600.5
Jan,2020,San AntonioTX,318019.25,391,258,0,78877.3117
Feb,2020,San AntonioTX,337910.5,1316,260,0,74351.8152
Mar,2020,San AntonioTX,367691.8,2399,258,0,68728.1372
Jan,2018,San DiegoCA,157723,6,85,2,13754.5
Feb,2018,San DiegoCA,157464.25,13,86,2,17972.5
Mar,2018,San DiegoCA,190008.5,28,98,2,24055.5
Apr,2018,San DiegoCA,214561.6,56,81,2,20088.5
May,2018,San DiegoCA,217120.75,47,93,2,24412
June,2018,San DiegoCA,199530,61,88,2,24235
July,2018,San DiegoCA,163080.8,67,97,2,28436.5
Aug,2018,San DiegoCA,157818.75,82,97,2,24845
Sep,2018,San DiegoCA,178852.4,112,93,2,22334.5
Oct,2018,San DiegoCA,177299.25,226,102,2,23643.5
Nov,2018,San DiegoCA,170427,230,88,2,25446.5
Dec,2018,San DiegoCA,155200.4,98,91,2,21879.5
Jan,2019,San DiegoCA,148948.5,60,104,2,24522.5
Feb,2019,San DiegoCA,166592.5,111,104,2,22956
Mar,2019,San DiegoCA,203852.2,196,101,2,25507
Apr,2019,San DiegoCA,218631,180,104,2,29035
May,2019,San DiegoCA,213219,218,96,2,29651
June,2019,San DiegoCA,185640.6,452,102,2,31425.5
July,2019,San DiegoCA,157559.5,225,109,2,27617.5
Aug,2019,San DiegoCA,156613.75,297,111,2,32084.5
Sep,2019,San DiegoCA,178288,445,103,2,26305.5
Oct,2019,San DiegoCA,149953.25,732,118,2,33466.5
Nov,2019,San DiegoCA,151975.25,236,104,2,29864.5
Dec,2019,San DiegoCA,138365,236,97,2,25649
Jan,2020,San DiegoCA,150560.75,202,125,2,28216.3869
Feb,2020,San DiegoCA,155952,379,103,2,28909.4228
Mar,2020,San DiegoCA,202494.6,614,120,2,31009.8524
Jan,2018,San FranciscoCA,277979.5,1,72,0,10327.5
Feb,2018,San FranciscoCA,322606.75,8,75,0,10472
Mar,2018,San FranciscoCA,401104.25,37,76,0,14302
Apr,2018,San FranciscoCA,461066.8,86,89,0,17950.5
May,2018,San FranciscoCA,599350.5,105,87,0,19413.5
June,2018,San FranciscoCA,476291,58,89,0,15698
July,2018,San FranciscoCA,368907.2,59,91,0,13854
Aug,2018,San FranciscoCA,324013,90,96,0,17340
Sep,2018,San FranciscoCA,351078.2,296,99,0,17647
Oct,2018,San FranciscoCA,341024,438,101,0,18988
Nov,2018,San FranciscoCA,323822.5,215,89,0,17871
Dec,2018,San FranciscoCA,305428.8,147,94,0,13790.5
Jan,2019,San FranciscoCA,268101.5,74,95,0,14373.5
Feb,2019,San FranciscoCA,303894,101,100,0,18127.5
Mar,2019,San FranciscoCA,396394.6,162,94,0,18914
Apr,2019,San FranciscoCA,528732.75,163,106,0,18826.5
May,2019,San FranciscoCA,658273.25,354,104,0,21838
June,2019,San FranciscoCA,448385.6,509,100,0,18885
July,2019,San FranciscoCA,377641.25,328,99,0,19784
Aug,2019,San FranciscoCA,345865.25,368,100,0,21583
Sep,2019,San FranciscoCA,385716,758,89,0,17935.5
Oct,2019,San FranciscoCA,379096.25,1113,89,0,23405.5
Nov,2019,San FranciscoCA,363581,302,80,0,16528.5
Dec,2019,San FranciscoCA,317779.2,403,75,0,15010.5
Jan,2020,San FranciscoCA,278809.5,293,82,0,16353.5316
Feb,2020,San FranciscoCA,321252.25,626,95,0,19425.6001
Mar,2020,San FranciscoCA,440365.8,787,84,0,16378.7873
Jan,2018,SavannahGA,55736.5,0,26,0,3639
Feb,2018,SavannahGA,60955.75,0,18,0,3067
Mar,2018,SavannahGA,86218.25,2,20,0,5409.5
Apr,2018,SavannahGA,83263,18,19,0,5151
May,2018,SavannahGA,75531.25,5,21,0,3417
June,2018,SavannahGA,64869,9,26,0,3815
July,2018,SavannahGA,55615.8,8,23,0,4741
Aug,2018,SavannahGA,54757,10,27,0,4294.5
Sep,2018,SavannahGA,61783.2,28,21,0,4879.5
Oct,2018,SavannahGA,57053.5,32,22,0,5261
Nov,2018,SavannahGA,58840,36,25,0,6449.5
Dec,2018,SavannahGA,52880.8,16,23,0,5019
Jan,2019,SavannahGA,52173.25,10,25,1,5779.5
Feb,2019,SavannahGA,60079.25,24,24,1,6339
Mar,2019,SavannahGA,74670,30,24,1,8039.5
Apr,2019,SavannahGA,70132.75,14,20,1,5656
May,2019,SavannahGA,64099.75,44,29,1,3469
June,2019,SavannahGA,52808.6,60,20,1,4256.5
July,2019,SavannahGA,52495.75,44,21,1,4434.5
Aug,2019,SavannahGA,57000.25,60,24,1,4509.5
Sep,2019,SavannahGA,60008,72,18,1,3634
Oct,2019,SavannahGA,57771.5,112,20,1,4182.5
Nov,2019,SavannahGA,56653.25,38,21,1,3534.5
Dec,2019,SavannahGA,50759.2,34,22,1,3807
Jan,2020,SavannahGA,45540.75,31,21,1,5344.4534
Feb,2020,SavannahGA,49465.75,46,29,1,7183.5585
Mar,2020,SavannahGA,65796,71,23,1,4501.1729
Jan,2018,SeattleWA,130028.75,4,60,1,19658
Feb,2018,SeattleWA,133240.25,3,61,1,17963
Mar,2018,SeattleWA,181356.25,53,62,1,21880
Apr,2018,SeattleWA,252843.2,98,53,1,19670
May,2018,SeattleWA,271397.25,83,69,1,24416.5
June,2018,SeattleWA,260144.75,65,64,1,22208
July,2018,SeattleWA,209094,98,67,1,21847
Aug,2018,SeattleWA,165481.75,152,63,1,25898
Sep,2018,SeattleWA,182974,324,75,1,23464
Oct,2018,SeattleWA,161478.5,441,70,1,25027
Nov,2018,SeattleWA,147840.75,419,73,1,22934
Dec,2018,SeattleWA,141997.4,198,75,1,25239.5
Jan,2019,SeattleWA,143533,150,74,1,23250.5
Feb,2019,SeattleWA,131553,238,74,1,20712.5
Mar,2019,SeattleWA,182656.6,339,76,1,27294.5
Apr,2019,SeattleWA,251015,356,80,1,24751
May,2019,SeattleWA,282318,600,90,1,24000.5
June,2019,SeattleWA,266497.6,1006,84,1,27461.5
July,2019,SeattleWA,212711,646,82,1,24596
Aug,2019,SeattleWA,177763.25,866,83,1,30326
Sep,2019,SeattleWA,180287.4,1300,73,1,24825.5
Oct,2019,SeattleWA,168367.75,1667,94,1,24954.5
Nov,2019,SeattleWA,149357.25,502,67,1,17936.5
Dec,2019,SeattleWA,147242.8,495,79,1,17695.5
Jan,2020,SeattleWA,140618.5,302,89,1,18345.5286
Feb,2020,SeattleWA,140525.5,606,79,1,20374.1516
Mar,2020,SeattleWA,215695,1286,64,1,15087.8673
Jan,2018,ShreveportLA,55918.25,2,18,1,9121
Feb,2018,ShreveportLA,58785.75,0,17,1,11262
Mar,2018,ShreveportLA,73544,2,18,1,16757
Apr,2018,ShreveportLA,93468.4,4,12,1,13512
May,2018,ShreveportLA,88039.75,8,15,1,11779.5
June,2018,ShreveportLA,68916.75,4,13,1,13714.5
July,2018,ShreveportLA,55250.6,11,15,1,13926.5
Aug,2018,ShreveportLA,56184.5,8,18,1,13918.5
Sep,2018,ShreveportLA,66627.6,24,16,1,12804.5
Oct,2018,ShreveportLA,65290.75,28,17,1,12476
Nov,2018,ShreveportLA,61092.5,30,16,1,10165
Dec,2018,ShreveportLA,54911.4,14,17,1,10301
Jan,2019,ShreveportLA,52331.25,6,19,1,12235.5
Feb,2019,ShreveportLA,56108,10,14,1,9503
Mar,2019,ShreveportLA,67824.6,28,17,1,12113.5
Apr,2019,ShreveportLA,84465,24,19,1,11599.5
May,2019,ShreveportLA,75168.25,28,14,1,11640.5
June,2019,ShreveportLA,59516.8,63,14,1,11207.5
July,2019,ShreveportLA,52778.75,33,16,1,9981.5
Aug,2019,ShreveportLA,61880,59,16,1,11492
Sep,2019,ShreveportLA,80671.8,65,16,1,10505.5
Oct,2019,ShreveportLA,72413.25,110,17,1,12819
Nov,2019,ShreveportLA,71000.25,36,16,1,12453.5
Dec,2019,ShreveportLA,62732.2,20,14,1,9831
Jan,2020,ShreveportLA,59762.75,17,18,1,13065.1892
Feb,2020,ShreveportLA,63349,56,18,1,11609.0288
Mar,2020,ShreveportLA,77746.4,87,21,1,10043.008
Jan,2018,Sioux FallsSD,18774.5,0,10,0,1337.5
Feb,2018,Sioux FallsSD,17617.75,0,11,0,803.5
Mar,2018,Sioux FallsSD,17750.5,3,11,0,1450.5
Apr,2018,Sioux FallsSD,22152.2,13,10,0,1992
May,2018,Sioux FallsSD,28187.25,7,11,0,1309.5
June,2018,Sioux FallsSD,26953.25,9,11,0,1717.5
July,2018,Sioux FallsSD,23140,16,9,0,1500
Aug,2018,Sioux FallsSD,23042.25,18,11,0,1860.5
Sep,2018,Sioux FallsSD,25494.8,37,8,0,995.5
Oct,2018,Sioux FallsSD,20657.75,61,10,0,899
Nov,2018,Sioux FallsSD,17475.25,43,7,0,1190.5
Dec,2018,Sioux FallsSD,16339.4,31,10,0,2044
Jan,2019,Sioux FallsSD,15344.25,15,9,0,1455.5
Feb,2019,Sioux FallsSD,14574,26,10,0,973.5
Mar,2019,Sioux FallsSD,15994,30,13,0,2342.5
Apr,2019,Sioux FallsSD,20167.5,32,9,0,1387
May,2019,Sioux FallsSD,23347.75,55,9,0,1978
June,2019,Sioux FallsSD,24811.8,97,12,0,1538
July,2019,Sioux FallsSD,23116.75,60,11,0,1717.5
Aug,2019,Sioux FallsSD,24428.5,79,13,0,1951.5
Sep,2019,Sioux FallsSD,28672.4,131,12,0,1781.5
Oct,2019,Sioux FallsSD,23742,152,10,0,1274
Nov,2019,Sioux FallsSD,20567.75,63,6,0,977
Dec,2019,Sioux FallsSD,18754.2,69,10,0,1645
Jan,2020,Sioux FallsSD,17339,25,20,0,1697.5122
Feb,2020,Sioux FallsSD,15028.5,51,11,0,1208.4145
Mar,2020,Sioux FallsSD,18816.4,83,13,0,1631.5974
Jan,2018,South BendIN,49659.5,0,0,0,0
Feb,2018,South BendIN,47537.5,0,0,0,0
Mar,2018,South BendIN,59789,0,0,0,0
Apr,2018,South BendIN,75294.4,2,3,0,93.5
May,2018,South BendIN,99112,5,3,0,80.5
June,2018,South BendIN,106149,7,0,0,0
July,2018,South BendIN,76650.4,4,3,0,141.5
Aug,2018,South BendIN,73968.5,8,0,0,0
Sep,2018,South BendIN,82680.4,14,2,0,138.5
Oct,2018,South BendIN,70582,26,2,0,23
Nov,2018,South BendIN,62453.5,15,0,0,0
Dec,2018,South BendIN,55365.8,11,1,0,27
Jan,2019,South BendIN,50664.25,10,42,0,0
Feb,2019,South BendIN,50204.5,7,1,0,112
Mar,2019,South BendIN,62760,24,0,0,0
Apr,2019,South BendIN,73594.25,15,1,0,3
May,2019,South BendIN,91890,22,1,0,32.5
June,2019,South BendIN,87521.8,48,1,0,7.5
July,2019,South BendIN,74992.75,16,1,0,119.5
Aug,2019,South BendIN,75430.5,30,1,0,25
Sep,2019,South BendIN,86940,40,0,0,0
Oct,2019,South BendIN,76525,67,2,0,148
Nov,2019,South BendIN,63910,23,0,0,0
Dec,2019,South BendIN,58664.8,36,0,0,0
Jan,2020,South BendIN,52007.5,11,3,0,98.2876
Feb,2020,South BendIN,53290.75,20,2,0,215.0537
Mar,2020,South BendIN,60342,30,3,0,4416.6664
Jan,2018,SpokaneWA,50550.5,0,55,2,20481.5
Feb,2018,SpokaneWA,50396.25,0,45,2,17826.5
Mar,2018,SpokaneWA,58613.25,4,56,2,22594
Apr,2018,SpokaneWA,73146.2,21,18,2,10131
May,2018,SpokaneWA,89589.5,18,54,2,24947.5
June,2018,SpokaneWA,93017.25,9,47,2,24385.5
July,2018,SpokaneWA,73028,17,42,2,20404.5
Aug,2018,SpokaneWA,67377.75,22,51,2,21991.5
Sep,2018,SpokaneWA,69960.6,59,49,2,20844.5
Oct,2018,SpokaneWA,58151.25,88,50,2,22706.5
Nov,2018,SpokaneWA,47566,92,42,2,22080.5
Dec,2018,SpokaneWA,56705.8,44,38,2,21560.5
Jan,2019,SpokaneWA,61564.25,25,14,2,19890.5
Feb,2019,SpokaneWA,57211.25,50,43,2,19576
Mar,2019,SpokaneWA,60130.8,70,40,2,24165
Apr,2019,SpokaneWA,63000.75,62,46,2,23387
May,2019,SpokaneWA,83797,113,39,2,22297
June,2019,SpokaneWA,86383.8,201,49,2,25044.5
July,2019,SpokaneWA,69305.75,96,38,2,18826
Aug,2019,SpokaneWA,62844,140,41,2,22773.5
Sep,2019,SpokaneWA,68631.4,208,39,2,20535.5
Oct,2019,SpokaneWA,57265.25,268,42,2,21874
Nov,2019,SpokaneWA,50665.25,122,48,2,21379.5
Dec,2019,SpokaneWA,45238.6,105,33,2,11722
Jan,2020,SpokaneWA,42287,37,35,2,13937.9922
Feb,2020,SpokaneWA,44529,124,36,2,14317.41
Mar,2020,SpokaneWA,59258.4,165,41,2,13177.6421
Jan,2018,SpringfieldIL,38798.5,0,16,0,2469.5
Feb,2018,SpringfieldIL,37592.25,0,15,0,2643.5
Mar,2018,SpringfieldIL,42962.25,3,18,0,3237
Apr,2018,SpringfieldIL,46074.6,6,20,0,5321
May,2018,SpringfieldIL,57362.25,4,17,0,3411
June,2018,SpringfieldIL,53212.75,3,15,0,4484.5
July,2018,SpringfieldIL,44052.4,5,18,0,2526.5
Aug,2018,SpringfieldIL,42404.5,15,17,0,2932.5
Sep,2018,SpringfieldIL,47425.6,16,19,0,2299
Oct,2018,SpringfieldIL,44078,25,18,0,2716
Nov,2018,SpringfieldIL,38376.75,23,15,0,2206
Dec,2018,SpringfieldIL,32866.6,16,19,0,3301.5
Jan,2019,SpringfieldIL,33401,10,6,0,2824
Feb,2019,SpringfieldIL,32689.25,12,16,0,3168
Mar,2019,SpringfieldIL,39777.8,19,20,0,3823
Apr,2019,SpringfieldIL,49624,35,18,0,5026
May,2019,SpringfieldIL,62352.25,36,15,0,4450.5
June,2019,SpringfieldIL,56866.8,57,17,0,4780.5
July,2019,SpringfieldIL,51053.25,30,17,0,4161
Aug,2019,SpringfieldIL,53489,50,23,0,4392.5
Sep,2019,SpringfieldIL,62883.4,66,15,0,3224
Oct,2019,SpringfieldIL,56196,91,19,0,3824
Nov,2019,SpringfieldIL,48198.25,43,18,0,3572
Dec,2019,SpringfieldIL,46138.8,34,15,0,3395.5
Jan,2020,SpringfieldIL,43427.5,13,16,0,4036.1231
Feb,2020,SpringfieldIL,40848.25,49,19,0,2814.2891
Mar,2020,SpringfieldIL,46582,53,29,0,3729.0823
Jan,2018,SpringfieldMO,38403,0,8,1,4104.5
Feb,2018,SpringfieldMO,38544.5,0,8,1,4758
Mar,2018,SpringfieldMO,48590,2,12,1,5995.5
Apr,2018,SpringfieldMO,61420.8,8,10,1,6071.5
May,2018,SpringfieldMO,68410.25,9,9,1,6861
June,2018,SpringfieldMO,57831.25,10,10,1,4963
July,2018,SpringfieldMO,45422,18,10,1,4507
Aug,2018,SpringfieldMO,45657.25,27,9,1,6797
Sep,2018,SpringfieldMO,52646.4,39,9,1,3613.5
Oct,2018,SpringfieldMO,51709.75,52,7,1,5795
Nov,2018,SpringfieldMO,45024.75,54,10,1,5342.5
Dec,2018,SpringfieldMO,39323.2,30,10,1,4279
Jan,2019,SpringfieldMO,38460.25,20,5,1,3334
Feb,2019,SpringfieldMO,41581.75,24,9,1,4864
Mar,2019,SpringfieldMO,47080.6,52,9,1,4450.5
Apr,2019,SpringfieldMO,70099.5,51,8,1,3777
May,2019,SpringfieldMO,76074.75,77,13,1,6915.5
June,2019,SpringfieldMO,55672.4,148,8,1,6631.5
July,2019,SpringfieldMO,44727,102,10,1,4952
Aug,2019,SpringfieldMO,50020.5,134,12,1,6365
Sep,2019,SpringfieldMO,59978.2,202,18,1,5681.5
Oct,2019,SpringfieldMO,53037.75,241,14,1,5523
Nov,2019,SpringfieldMO,46006.75,72,9,1,4899.5
