Month,Year,CityState,AffectedPop,Drs,NumReps,Revenue,VisitsEngaged
Nov,2019,IndianapolisIN,100737,21,0,3276,69
Dec,2019,IndianapolisIN,91164.4,18,0,3234,61
Jan,2020,IndianapolisIN,80100.5,32,0,4730.2205,53
Feb,2020,IndianapolisIN,91203.25,21,0,4041.3481,86
Mar,2020,IndianapolisIN,102990.8,23,0,2926.2131,97
Mar,2018,JacksonMS,65210.75,17,0,8621,2
Apr,2018,JacksonMS,80033,20,0,9713.5,1
May,2018,JacksonMS,70066,17,0,11228,9
June,2018,JacksonMS,57116.25,21,0,9869.5,5
July,2018,JacksonMS,49798.6,21,0,8269.5,12
Aug,2018,JacksonMS,50376.75,19,0,11477,12
Sep,2018,JacksonMS,56278.2,20,0,9468,1
Oct,2018,JacksonMS,53305.5,14,0,10422.5,16
Nov,2018,JacksonMS,49964.5,17,0,9806,8
Dec,2018,JacksonMS,49456.8,17,0,7361.5,3
Jan,2019,JacksonMS,45905.75,16,0,6353.5,2
Feb,2019,JacksonMS,49633.75,17,0,4815.5,4
Mar,2019,JacksonMS,54169.4,15,0,4549,5
Apr,2019,JacksonMS,56972.5,15,0,6347.5,2
May,2019,JacksonMS,53006.5,15,0,5566,3
June,2019,JacksonMS,44285.8,16,0,8243,6
July,2019,JacksonMS,41045,19,0,7456.5,8
Aug,2019,JacksonMS,42786.25,14,0,8709.5,9
Sep,2019,JacksonMS,52944.8,15,0,7149.5,1
Oct,2019,JacksonMS,39994.25,15,0,7650.5,1
Nov,2019,JacksonMS,36082.75,11,0,6173.5,17
Dec,2019,JacksonMS,30826,12,0,4654.5,9
Jan,2020,JacksonMS,29006.75,16,0,6703.2521,3
Feb,2020,JacksonMS,33468.75,18,0,7767.259,3
Mar,2020,JacksonMS,41831,15,0,5723.7935,2
Mar,2018,JacksonvilleFL,170584.75,160,1,42329,6
Apr,2018,JacksonvilleFL,163079.2,154,1,40944.5,10
May,2018,JacksonvilleFL,149720.75,156,1,37738,22
June,2018,JacksonvilleFL,120978,161,1,36457.5,11
July,2018,JacksonvilleFL,106260.2,159,1,33375,10
Aug,2018,JacksonvilleFL,98891,161,1,38913,9
Sep,2018,JacksonvilleFL,114451,146,1,34866,27
Oct,2018,JacksonvilleFL,106894,146,1,40115,16
Nov,2018,JacksonvilleFL,110411,150,1,35937,28
Dec,2018,JacksonvilleFL,99543.4,144,1,31852.5,16
Jan,2019,JacksonvilleFL,95303,151,0,35107,13
Feb,2019,JacksonvilleFL,114700,168,0,35840,14
Mar,2019,JacksonvilleFL,121101.8,152,0,37705,21
Apr,2019,JacksonvilleFL,121508.5,162,0,40880,1
May,2019,JacksonvilleFL,113311.25,176,0,40273.5,31
June,2019,JacksonvilleFL,87970.4,153,0,37333.5,44
July,2019,JacksonvilleFL,78628,150,0,32084,22
Aug,2019,JacksonvilleFL,81372.75,167,0,39424.5,35
Sep,2019,JacksonvilleFL,93056,138,0,27825.5,42
Oct,2019,JacksonvilleFL,98931.25,151,0,35831.5,93
Nov,2019,JacksonvilleFL,99038.25,153,0,30772,32
Dec,2019,JacksonvilleFL,92476.2,159,0,31361,37
Jan,2020,JacksonvilleFL,86435.75,150,0,34004.8283,1
Feb,2020,JacksonvilleFL,111158.5,149,0,35516.9175,66
Mar,2020,JacksonvilleFL,126266.6,169,0,36676.3167,85
Mar,2018,Kansas CityMO,69266.75,28,1,8651,4
Apr,2018,Kansas CityMO,98408,27,1,8969.5,14
May,2018,Kansas CityMO,120092,30,1,7429.5,20
June,2018,Kansas CityMO,98348.75,30,1,8707.5,4
July,2018,Kansas CityMO,77027.8,29,1,6831.5,11
Aug,2018,Kansas CityMO,74998.5,29,1,9606.5,18
Sep,2018,Kansas CityMO,92155.8,28,1,8102.5,112
Oct,2018,Kansas CityMO,77219.25,25,1,6675.5,247
Nov,2018,Kansas CityMO,67530.5,26,1,5782,148
Dec,2018,Kansas CityMO,57652.8,27,1,6468,42
Jan,2019,Kansas CityMO,55707.5,32,2,7613.5,23
Feb,2019,Kansas CityMO,58027.25,25,2,5121,28
Mar,2019,Kansas CityMO,68132.8,29,2,9063,23
Apr,2019,Kansas CityMO,120805.5,30,2,9021.5,41
May,2019,Kansas CityMO,138551.5,27,2,8770,66
June,2019,Kansas CityMO,99915.4,26,2,8513,113
July,2019,Kansas CityMO,81115.5,24,2,7324.5,77
Aug,2019,Kansas CityMO,85241.25,29,2,9385.5,61
Sep,2019,Kansas CityMO,104464.6,25,2,5801.5,106
Oct,2019,Kansas CityMO,92723.75,27,2,7576,200
Nov,2019,Kansas CityMO,74816.5,22,2,5512.5,94
Dec,2019,Kansas CityMO,67502,22,2,6789.5,90
Jan,2020,Kansas CityMO,56932,28,2,34838.8724,70
Feb,2020,Kansas CityMO,55938.25,30,2,17249.5246,90
Mar,2020,Kansas CityMO,75875,25,2,29254.6971,164
Mar,2018,KnoxvilleTN,81487.75,71,1,18321.5,2
Apr,2018,KnoxvilleTN,96348.6,71,1,20264,10
May,2018,KnoxvilleTN,106385.5,78,1,19844.5,9
June,2018,KnoxvilleTN,83222,64,1,20141,8
July,2018,KnoxvilleTN,67179.2,55,1,17349.5,5
Aug,2018,KnoxvilleTN,67233.75,71,1,19328,9
Sep,2018,KnoxvilleTN,75351.4,64,1,17033,15
Oct,2018,KnoxvilleTN,70154.75,64,1,20239.5,35
Nov,2018,KnoxvilleTN,62143.5,54,1,18712.5,25
Dec,2018,KnoxvilleTN,58081,56,1,20022,9
Jan,2019,KnoxvilleTN,56860,59,1,18989,5
Feb,2019,KnoxvilleTN,61098,55,1,15182.5,6
Mar,2019,KnoxvilleTN,70689.4,58,1,13704.5,16
Apr,2019,KnoxvilleTN,89307.75,63,1,15314.5,22
May,2019,KnoxvilleTN,95568,68,1,16766,34
June,2019,KnoxvilleTN,72826,63,1,15113.5,57
July,2019,KnoxvilleTN,66554.75,60,1,13968.5,24
Aug,2019,KnoxvilleTN,72727,66,1,16002,31
Sep,2019,KnoxvilleTN,85405.6,64,1,12877.5,46
Oct,2019,KnoxvilleTN,74005,66,1,14802.5,87
Nov,2019,KnoxvilleTN,69757.75,56,1,11515.5,23
Dec,2019,KnoxvilleTN,66226.6,57,1,10769.5,23
Jan,2020,KnoxvilleTN,61190.75,69,1,33412.1758,15
Feb,2020,KnoxvilleTN,64699.25,62,1,29566.9807,49
Mar,2020,KnoxvilleTN,76311.6,56,1,33321.5924,49
Mar,2018,LansingMI,48788.5,0,0,0,1
Apr,2018,LansingMI,57205.8,1,0,3,4
May,2018,LansingMI,62315,1,0,6,1
June,2018,LansingMI,61716.75,2,0,142.5,4
July,2018,LansingMI,50127.2,2,0,136,3
Aug,2018,LansingMI,46019.5,3,0,27,4
Sep,2018,LansingMI,51216.2,1,0,18,4
Oct,2018,LansingMI,50821,2,0,71,15
Nov,2018,LansingMI,45808,2,0,64.5,10
Dec,2018,LansingMI,40052.2,4,0,107,4
Jan,2019,LansingMI,37108,3,0,30,3
Feb,2019,LansingMI,35715.5,5,0,139.5,5
Mar,2019,LansingMI,45008.2,2,0,76,5
Apr,2019,LansingMI,52778,5,0,157,6
May,2019,LansingMI,61092,6,0,267,6
June,2019,LansingMI,64117.6,2,0,43,6
July,2019,LansingMI,56423,3,0,153.5,8
Aug,2019,LansingMI,50301.25,1,0,18.5,17
Sep,2019,LansingMI,57823.2,2,0,9,12
Oct,2019,LansingMI,54793.25,3,0,46,17
Nov,2019,LansingMI,48430.25,2,0,9,9
Dec,2019,LansingMI,44214.6,2,0,6,11
Jan,2020,LansingMI,40986,1,0,6,6
Feb,2020,LansingMI,40565.5,1,0,9,13
Mar,2020,LansingMI,47710,1,0,2.9412,18
Mar,2018,Las VegasNV,188952.5,397,0,174057,41
Apr,2018,Las VegasNV,229416.8,408,0,212640.5,35
May,2018,Las VegasNV,209772.25,414,0,192706.5,37
June,2018,Las VegasNV,156692.75,380,0,176888,21
July,2018,Las VegasNV,131386.8,387,0,175018,18
Aug,2018,Las VegasNV,127450.5,401,0,179901.5,23
Sep,2018,Las VegasNV,161282.8,377,0,148839.5,79
Oct,2018,Las VegasNV,139895.25,420,0,174519,106
Nov,2018,Las VegasNV,140706.5,384,0,154884,85
Dec,2018,Las VegasNV,128981.6,377,0,134434.5,1
Jan,2019,Las VegasNV,123109,403,0,153415,33
Feb,2019,Las VegasNV,133853.5,397,0,168422.5,21
Mar,2019,Las VegasNV,163329,420,0,190434.5,66
Apr,2019,Las VegasNV,244762,443,0,218308.5,62
May,2019,Las VegasNV,211961.5,426,0,202337.5,100
